2024-03-30 11:51:00,dang,01,02,03,04,05,10000,48026,46866,25341,58062,19618,07656,52130,,0,50000
2024-03-30 11:51:43,dang,01,02,03,04,05,10000,82310,30295,26827,10208,57463,69395,71332,,0,50000
2024-03-30 11:51:45,dang,01,02,03,04,05,10000,35779,51408,75466,93780,40875,29796,25753,,0,50000
2024-03-30 11:51:45,dang,01,02,03,04,05,10000,84983,99847,46699,25768,96989,98890,35351,,0,50000
2024-03-30 11:51:46,dang,01,02,03,04,05,10000,18989,36403,82077,58710,24149,68746,87372,03,700000,40000
2024-03-30 11:52:19,dang,12,21,23,22,44,10000,09691,74736,91496,94709,16994,96259,83490,,0,50000
2024-03-30 11:52:21,dang,12,21,23,22,44,10000,05898,39883,35505,91465,88464,46509,59198,,0,50000
2024-03-30 11:52:22,dang,12,21,23,22,44,10000,02738,69305,19775,92095,98463,61216,77114,,0,50000
2024-03-30 11:52:22,dang,12,21,23,22,44,10000,72427,11175,78633,55590,13681,86776,39903,,0,50000
2024-03-30 11:52:23,dang,12,21,23,22,44,10000,50636,24440,03020,49424,91783,26614,93661,,0,50000
2024-03-30 11:52:24,dang,12,21,23,22,44,10000,25192,33227,13844,82254,27797,04978,16699,44,700000,40000
2024-03-31 22:27:02,dang,12,21,23,22,44,10000,31184,03504,77139,31391,64425,20915,04740,,0,50000
2024-03-31 22:27:08,dang,12,21,23,22,44,10000,42651,03728,40448,64499,82601,28747,35722,22,700000,40000
2024-03-31 23:06:30,dang,12,21,23,22,44,10000,70443,01990,05750,82056,83601,40092,88706,,0,50000
2024-03-31 23:06:49,dang,12,21,23,22,44,10000,91926,82923,96584,13836,55301,53941,09890,23,700000,40000
2024-03-31 23:07:47,dang,12,21,23,22,44,10000,44980,67733,01685,80167,18397,50702,97106,,0,50000
2024-03-31 23:12:07,dang,12,21,23,22,44,10000,23701,44249,70242,65638,24750,26006,01397,,0,50000
2024-03-31 23:12:30,dang,12,21,23,22,44,10000,73665,16331,91258,42138,07364,86865,47676,,0,50000
2024-03-31 23:12:48,dang,12,21,23,22,44,10000,78476,54113,56862,16173,78878,78220,59020,,0,50000
